,0,1,2,3,4,5,6,output
250,78,103,81,44,103,31,52,0
251,76,15,102,40,3,36,50,0
252,78,103,81,3,22,103,3,1
253,110,115,110,80,100,62,57,1
254,15,85,104,15,85,104,15,0
255,15,85,104,15,50,31,72,0
256,15,50,31,72,102,31,27,0
257,72,102,31,27,102,31,27,0
258,27,102,31,27,102,31,102,0
259,3,72,49,54,72,22,58,0
260,54,72,22,58,5,31,58,0
261,5,31,58,3,31,57,3,0
262,3,31,57,3,57,31,3,0
263,2,47,109,2,47,37,2,1
264,2,8,109,2,8,37,2,1
265,2,88,109,2,88,37,2,1
266,2,14,109,2,14,37,2,1
267,2,55,109,2,55,37,2,1
268,2,106,109,2,106,37,2,1
269,2,62,109,2,62,37,2,1
270,2,18,109,2,18,37,2,1
271,2,29,109,2,29,37,2,1
272,2,109,29,2,109,37,2,1
273,2,37,29,2,37,109,2,1
274,80,2,37,34,2,37,86,1
275,34,2,37,86,2,115,47,1
276,86,2,115,47,2,115,8,1
277,47,2,115,8,2,115,88,1
278,8,2,115,88,2,115,14,1
279,88,2,115,14,2,115,55,1
280,14,2,115,55,2,115,106,1
281,55,2,115,106,2,115,62,1
282,106,2,115,62,2,115,18,1
283,62,2,115,18,2,115,29,1
284,18,2,115,29,2,115,109,1
285,29,2,115,109,2,115,37,1
286,109,2,115,37,2,115,9,1
287,37,2,115,9,2,115,12,1
288,9,2,115,12,2,115,40,1
289,12,2,115,40,2,115,94,1
290,40,2,115,94,2,115,100,1
291,94,2,115,100,2,115,64,1
292,115,100,2,115,64,2,115,1
293,115,64,2,115,2,115,68,1
294,115,2,115,68,2,115,76,1
295,68,2,115,76,2,115,28,1
296,76,2,115,28,2,115,117,1
297,28,2,115,117,2,115,110,1
298,117,2,115,110,2,115,4,1
299,110,2,115,4,2,115,80,1
300,4,2,115,80,2,115,34,1
301,2,9,109,2,9,37,2,1
302,2,12,109,2,12,37,2,1
303,2,40,109,2,40,37,2,1
304,2,94,109,2,94,37,2,1
305,2,100,109,2,100,37,2,1
306,2,64,109,2,64,37,2,1
307,18,2,29,2,109,2,37,1
308,2,68,109,2,68,37,2,1
309,2,76,109,2,76,37,2,1
310,2,28,109,2,28,37,2,1
311,2,117,109,2,117,37,2,1
312,2,110,109,2,110,37,2,1
313,2,4,109,2,4,37,2,1
314,2,80,109,2,80,37,2,1
315,2,34,109,2,34,37,2,1
316,2,86,109,2,86,37,2,1
317,22,72,44,103,40,44,85,0
318,44,103,40,44,85,97,31,0
319,97,31,44,31,15,104,81,0
320,5,85,62,109,40,109,15,0
321,62,109,40,109,15,97,31,0
322,109,15,97,31,44,31,26,0
323,22,72,44,103,40,44,85,0
324,44,103,40,44,85,97,31,0
325,97,31,44,31,15,104,81,0
326,5,85,103,109,40,109,15,1
327,103,109,40,109,15,55,115,0
328,109,15,55,115,44,31,26,0
331,1,84,25,93,35,62,55,1
332,76,110,39,110,76,100,76,1
333,39,110,76,100,76,100,115,1
334,115,93,66,28,80,28,100,1
335,15,40,109,72,55,5,55,1
338,52,81,85,85,85,85,85,0
339,81,85,85,85,85,85,85,0
340,85,85,85,85,85,85,31,0
341,80,104,76,52,40,85,15,0
342,22,72,44,103,40,44,85,0
343,44,103,40,44,85,97,31,0
344,97,31,44,31,15,104,81,0
345,5,85,103,109,40,109,15,1
346,103,109,40,109,15,55,115,0
347,109,15,55,115,44,31,26,0
350,1,84,25,93,35,62,55,1
351,55,50,97,103,50,50,50,0
