,0,1,2,3,4,5,6,output
572,109,16,45,77,22,82,77,0
573,45,77,22,82,77,82,77,0
574,22,82,77,82,77,44,77,0
575,118,83,57,57,65,78,19,0
576,19,34,57,57,65,78,19,0
577,122,19,57,57,65,78,19,0
578,94,4,57,57,65,78,19,0
579,19,34,57,57,65,78,19,0
580,57,57,57,57,65,78,19,0
581,122,19,57,57,65,78,19,0
582,94,4,57,57,65,78,19,0
583,19,34,57,57,65,78,19,0
584,65,27,57,57,65,78,19,0
585,19,34,57,57,65,78,19,0
586,7,21,66,66,66,112,82,0
587,66,66,112,82,44,77,82,0
588,44,77,82,119,77,82,44,0
589,77,82,119,77,82,44,82,0
590,119,77,82,44,82,77,77,0
591,82,77,22,16,16,2,16,0
592,77,22,16,16,2,16,22,0
593,64,36,5,31,35,31,35,0
594,51,2,2,73,2,16,2,0
595,2,2,73,2,16,2,16,0
596,2,16,2,16,77,77,16,0
597,2,16,77,77,16,16,77,0
598,16,16,77,51,77,22,16,0
599,133,130,136,130,136,45,103,0
600,130,136,45,103,52,77,16,0
601,77,16,45,77,82,44,82,0
602,45,77,82,44,82,119,77,0
603,130,130,130,103,136,16,16,0
604,74,7,74,7,129,7,74,1
605,7,129,7,74,121,134,29,1
606,121,134,29,32,134,29,97,1
607,29,32,134,29,97,67,134,1
608,134,29,97,67,134,32,134,1
609,134,32,134,32,134,67,29,1
610,32,134,67,29,67,134,29,1
611,142,112,146,112,82,112,142,1
612,112,82,112,142,82,134,82,0
613,107,2,107,148,82,142,146,0
614,2,140,148,110,107,16,80,0
615,140,148,110,107,16,80,16,0
616,82,146,148,107,2,107,148,0
617,107,2,107,148,80,77,142,0
618,148,107,2,16,80,107,16,0
619,2,16,80,107,16,80,77,0
620,148,107,2,16,80,107,16,0
621,2,16,80,107,16,80,77,0
622,73,66,36,136,136,103,52,0
623,136,136,103,52,16,77,44,0
624,52,52,52,52,52,52,16,0
625,136,130,133,133,73,2,119,0
626,77,82,142,54,146,2,119,0
627,82,142,54,146,146,54,142,0
628,80,52,109,136,6,109,16,0
629,80,77,36,109,6,52,80,0
630,6,52,80,16,77,142,103,0
631,80,52,109,136,6,109,16,0
632,80,77,36,109,6,52,80,0
633,6,52,80,16,77,142,103,0
634,52,80,16,77,142,103,80,0
635,118,83,146,82,54,142,82,0
636,146,82,54,142,82,142,77,0
637,136,130,133,133,73,2,119,0
638,77,82,142,54,146,2,119,0
639,82,142,54,146,146,54,142,0
640,80,52,109,136,6,109,16,0
641,80,77,36,109,6,52,80,0
642,6,52,80,16,77,142,103,0
643,80,52,109,136,6,109,16,0
644,80,77,36,109,6,52,80,0
645,6,52,80,16,77,142,103,0
646,52,80,16,77,142,103,80,0
647,118,83,146,82,54,142,82,0
648,146,82,54,142,82,142,77,0
649,136,130,133,133,73,2,119,0
650,77,82,142,54,146,2,119,0
651,82,142,54,146,146,54,142,0
652,80,52,109,136,6,109,16,0
653,80,77,36,109,6,52,80,0
654,6,52,80,16,77,142,103,0
655,80,52,109,136,6,109,16,0
656,80,77,36,109,6,52,80,0
657,6,52,80,16,77,142,103,0
658,52,80,16,77,142,103,80,0
659,118,83,146,82,54,142,82,0
660,146,82,54,142,82,142,77,0
661,59,2,119,2,59,2,16,0
662,77,82,119,59,2,59,16,0
663,119,59,2,59,16,80,77,1
664,140,148,148,148,140,59,2,0
665,140,59,2,59,77,59,2,0
666,73,73,73,73,130,73,73,0
667,73,73,73,130,73,73,73,0
668,103,103,103,45,103,45,52,0
669,103,103,45,103,45,52,16,0
670,103,45,103,45,52,16,77,0
671,45,103,45,52,16,77,77,0
672,29,29,29,58,29,29,58,1
673,29,58,29,29,58,67,134,1
674,58,29,29,58,67,134,67,1
675,67,134,67,134,134,67,67,1
676,67,134,134,67,67,67,134,1
677,134,67,67,67,134,67,134,1
678,82,82,82,82,119,119,119,0
679,82,82,82,119,119,119,119,0
680,82,82,82,82,119,119,119,0
681,82,82,82,119,119,119,119,0
682,82,82,82,82,119,119,119,0
683,82,82,82,119,119,119,119,0
684,82,82,82,82,119,119,119,0
685,82,82,82,119,119,119,119,0
686,121,121,121,83,83,83,83,0
687,83,83,83,77,16,52,16,0
688,83,77,16,52,16,82,77,0
689,34,148,148,44,44,44,44,0
690,137,82,142,142,142,142,80,0
691,137,82,82,82,82,16,80,0
692,85,85,85,85,85,17,146,1
693,85,17,146,97,134,17,146,1
694,134,17,146,97,134,17,146,1
695,134,17,146,97,134,17,146,1
696,17,146,97,134,67,17,146,2
697,67,17,146,97,88,17,146,2
698,88,17,146,97,88,17,146,2
699,88,17,146,97,88,17,146,2
700,148,140,148,2,51,2,2,0
701,148,2,51,2,2,16,77,0
702,51,2,2,16,77,16,77,0
703,2,16,77,16,77,2,77,0
704,77,16,77,2,77,82,77,0
705,59,51,140,2,59,51,140,0
706,51,140,2,59,51,140,119,1
707,119,77,134,119,2,116,148,0
708,134,119,2,116,148,2,77,0
709,2,77,82,77,82,82,82,0
710,82,77,82,82,82,82,77,0
711,16,77,16,2,51,107,2,0
712,82,82,82,112,112,146,112,0
713,82,112,112,146,112,82,77,0
714,112,146,112,82,77,16,77,0
715,112,82,77,16,77,16,77,0
716,129,7,64,106,94,145,84,0
717,64,106,94,145,84,64,77,0
718,142,82,57,121,57,121,44,0
719,57,121,57,121,44,82,77,0
720,57,121,44,82,77,119,77,0
721,77,119,77,82,77,119,44,0
722,112,112,112,57,121,57,121,0
723,146,146,146,146,146,112,44,0
724,57,121,57,121,119,82,119,0
725,57,121,119,82,119,82,77,0
726,36,41,136,112,45,103,73,0
727,73,45,77,146,45,103,73,0
728,45,77,146,45,103,73,45,1
729,45,112,16,130,44,16,73,1
730,89,39,140,144,81,113,51,2
731,89,39,140,144,81,113,51,2
732,89,39,140,144,81,113,51,2
733,36,16,146,136,16,80,103,0
734,136,16,80,103,52,77,45,0
735,103,52,77,45,52,77,52,0
736,45,52,77,52,52,77,130,0
737,148,34,140,34,148,2,59,0
738,140,34,148,2,59,2,77,0
739,22,22,22,22,16,16,16,0
740,22,22,22,16,16,16,16,0
741,22,22,16,16,16,16,77,0
742,22,16,16,16,16,77,77,0
743,16,16,16,77,77,77,77,0
744,77,16,77,22,2,59,19,0
745,22,22,22,22,16,16,16,0
746,22,22,22,16,16,16,16,0
747,22,22,16,16,16,16,77,0
748,22,16,16,16,16,77,77,0
749,16,16,16,77,77,77,77,0
750,77,16,77,22,2,59,19,0
751,45,109,103,45,72,80,109,0
752,45,72,80,109,80,77,72,0
753,23,2,29,107,80,55,140,0
754,107,77,137,142,23,45,80,0
755,77,137,2,137,23,107,142,0
756,2,137,23,107,142,137,77,0
757,23,77,80,2,140,55,2,0
758,142,29,23,2,55,19,140,0
759,23,2,55,19,140,80,77,0
760,140,80,77,72,77,137,142,0
761,72,52,45,80,72,52,80,0
762,143,39,144,81,126,80,72,0
763,81,126,80,72,52,77,80,0
764,39,110,143,144,45,72,52,0
765,39,110,143,144,45,72,52,0
766,110,143,144,45,72,52,45,0
767,22,22,22,22,16,16,16,0
768,22,22,22,16,16,16,16,0
769,22,22,16,16,16,16,77,0
770,22,16,16,16,16,77,77,0
771,16,16,16,77,77,77,77,0
772,77,16,77,22,2,59,19,0
